instance,votes,candidates,trivial,reductions,hull_val,hull_time,hull++_val,hull++_time,TMC_val,TMC_time,valtr_val,valtr_time,QCP_val,QCP_time,IR_val,IR_time
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003165.soc,17,125,None,,False,0.0281268265098333,False,0.0281044114381075,False,0.00355811975896359,False,1.39181018434465,None,None,False,3150.16521309689
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003166.soc,17,125,None,,False,0.0455145817250013,False,0.0460878610610962,False,0.00222435593605042,False,2.07738659717143,None,None,False,2636.32756173611
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003167.soc,17,125,None,,False,0.0442108493298292,False,0.0441957004368305,False,0.00404907204210758,False,2.02932854555547,None,None,False,1120.70510609448
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003168.soc,3,125,None,middle(3;124)|k-block(3;123),None,5.62146306037903E-06,None,8.8866800069809E-06,False,0.00361983105540276,None,0.004306860268116,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003169.soc,17,125,None,,False,0.0287709981203079,False,0.0280684605240822,False,0.00305374711751938,False,2.17464077472687,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003170.soc,17,125,None,,False,0.0486716534942389,False,0.0486897174268961,False,0.00957027450203896,False,0.183567374944687,None,None,False,1644.91413371265
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003171.soc,13,252,None,,False,0.116681898012757,False,0.116728896275163,False,0.00217394344508648,False,6.13288720697165,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003172.soc,1,252,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003173.soc,17,252,None,,False,0.18008972145617,False,0.183362184092402,False,0.00187896005809307,False,0.89746262319386,None,None,False,1574.23302891292
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003174.soc,1,40,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003175.soc,7,125,None,,False,0.0288533046841621,False,0.0288734529167414,False,0.00253193639218807,False,2.66633864864707,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003176.soc,17,246,None,,False,0.113115970045328,False,0.113063082098961,False,0.00164431892335415,False,0.894480304792523,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003177.soc,16,125,None,,False,0.0438575986772776,False,0.0447284542024136,False,0.00359603576362133,False,22.6408706232905,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003178.soc,11,252,None,middle(11;251),False,0.197995286434889,False,0.197933278977871,False,0.00201934017241001,False,19.7468676231802,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003179.soc,4,125,None,k-block(4;121),False,0.0415299497544766,False,0.0410832948982716,False,0.00128703005611897,False,540.843829941005,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003180.soc,13,123,None,,False,0.0476248487830162,False,0.0474790241569281,False,0.00146949104964733,False,0.169103857129812,None,None,False,1529.91949583776
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003181.soc,9,252,None,k-block(9;250),False,0.172982092946768,False,0.166932599619031,False,0.00809972546994686,False,15.5254581607878,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003182.soc,17,252,None,,False,0.200566122308373,False,0.200645109638572,False,0.00296027772128582,False,0.190612310543656,None,None,False,2973.69433974102
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003183.soc,13,125,None,,False,0.050125353038311,False,0.050052797421813,False,0.0015084445476532,False,2.6764179058373,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003184.soc,13,125,None,,False,0.0456340126693249,False,0.0452703852206469,False,0.00132457166910172,False,0.451898219063878,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003185.soc,17,252,None,,False,0.11745211482048,False,0.117838267236948,False,0.00267023965716362,False,5.7383122779429,None,None,False,1073.06360364705
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003186.soc,10,125,None,,False,0.0288781281560659,False,0.0289689395576715,False,0.00230300612747669,False,7.14997155219317,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003187.soc,10,15,None,,False,0.00075453519821167,False,0.00073545053601265,False,0.00168810784816742,False,0.0107831601053476,None,None,False,302.897534228861
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003188.soc,12,252,None,,False,0.201009854674339,False,0.200952624902129,False,0.00465408898890019,False,20.6621769610792,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003189.soc,15,252,None,,False,0.202586563304067,False,0.202204823493958,False,0.00654713250696659,False,1.61744868196547,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003190.soc,17,252,None,,False,0.194531571120024,False,0.200322769582272,False,0.0118300393223763,False,7.75634120777249,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003191.soc,12,252,None,k-block(12;251),False,0.114250240847468,False,0.114266401156783,False,0.0031111016869545,False,14.4957668185234,None,None,False,666.791294883937
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003192.soc,12,249,None,,False,0.194742921739817,False,0.194550698623061,False,0.00551003590226173,False,8.81109034828842,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003193.soc,17,125,None,,False,0.0437528248876333,False,0.044316029176116,False,0.00178522244095802,False,0.0286935288459063,None,None,False,837.013659616932
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003194.soc,13,125,None,,False,0.0493581518530846,False,0.0493678413331509,False,0.0019600223749876,False,0.205457320436835,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003195.soc,12,252,None,k-block(12;251),False,0.116822147741914,False,0.116172952577472,False,0.00117656961083412,False,4.9307084325701,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003196.soc,2,125,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003197.soc,17,125,None,,False,0.0428928323090076,False,0.0435669273138046,False,0.00827553123235703,False,2.2702594846487,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003198.soc,7,125,None,,False,0.0439207833260298,False,0.0439486466348171,False,0.0175578966736794,False,71.9459137450904,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003199.soc,12,125,None,,False,0.0485862642526627,False,0.048691863194108,False,0.00276090390980244,False,0.213785711675882,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003200.soc,16,124,None,,False,0.0457426197826862,False,0.0453548189252615,False,0.00216430984437466,False,2.47312954254448,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003201.soc,11,242,None,,False,0.164931870996952,False,0.163758305832744,False,0.00326216034591198,False,33.0165098328143,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003202.soc,8,250,None,k-block(8;248),False,0.111097946763039,False,0.111169891431928,False,0.00352036394178867,False,20.2200229298323,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003203.soc,10,125,None,,False,0.0503401234745979,False,0.0500211417675018,False,0.00110874511301517,False,4.47751186415553,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003204.soc,16,13,None,,False,0.000930348411202431,False,0.000944964587688446,None,0.199954144656658,False,0.0262936558574438,None,None,False,126.08747603558
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003205.soc,9,125,None,k-block(9;124),False,0.0478351283818483,False,0.0478189494460821,False,0.00687717087566853,False,1.13997470401227,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003206.soc,7,125,None,,False,0.0499993041157723,False,0.0497762914747,False,0.0103982891887426,False,0.700344691053033,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003207.soc,14,125,None,,False,0.0436191838234663,False,0.0543733052909374,False,0.00405298545956612,False,0.190982082858682,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003208.soc,12,125,None,,False,0.0439146589487791,False,0.0441528577357531,False,0.00101854279637337,False,9.93869435600936,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003209.soc,2,124,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003210.soc,12,252,None,,False,0.176383573561907,False,0.176131179556251,False,0.00178391300141811,False,2.66139682196081,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003211.soc,8,125,None,,False,0.0432056467980146,False,0.0429496616125107,False,0.0274731442332268,False,33.9476420804858,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003212.soc,9,247,None,,False,0.169886441901326,False,0.170421181246638,False,0.00250362604856491,False,6.00588914565742,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003213.soc,17,252,None,,False,0.183048458769918,False,0.182595852762461,False,0.00348537787795067,False,0.0133656151592731,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003214.soc,1,128,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003215.soc,17,128,None,,False,0.0298301819711924,False,0.029684254899621,False,0.0165331866592169,False,0.0419777873903513,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003216.soc,17,128,None,,False,0.0475795343518257,False,0.0463426429778338,False,0.00100649707019329,False,0.0127844344824553,None,None,False,3053.425202135
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003217.soc,13,128,None,,False,0.0524962246417999,False,0.0525149814784527,False,0.00112436339259148,False,0.219090770930052,None,None,False,3556.28824807331
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003218.soc,11,128,None,,False,0.051956195384264,False,0.0521654579788446,False,0.0198353305459023,False,0.0429846607148647,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003219.soc,12,128,None,,False,0.0512060858309269,False,0.0468150749802589,False,0.000927519053220749,False,3.83899362944067,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003220.soc,11,15,None,,False,0.00250551104545593,False,0.00257859006524086,None,0.121022418141365,False,0.0152722094208002,None,None,False,636.877196323127
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003221.soc,12,252,None,,False,0.178079187870026,False,0.177555909380317,False,0.00190259516239166,False,4.61218020319939,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003222.soc,12,252,None,,False,0.115305902436376,False,0.114959761500359,False,0.0011785551905632,False,4.48640562221408,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003223.soc,16,11,None,,False,0.0212724730372429,False,0.0222491286695004,False,0.108339680358768,False,0.0563410501927137,None,None,False,92.0209023430944
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003224.soc,3,128,None,middle(3;122),None,8.26641917228699E-06,None,9.41567122936249E-06,None,0.0461480561643839,None,0.00444851629436016,None,30.2300132140517,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003225.soc,17,252,None,,False,0.177580120041966,False,0.178249705582857,False,0.00181737169623375,False,0.0386761128902435,None,None,False,2862.79255581647
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003226.soc,17,128,None,,False,0.0457680504769087,False,0.0453132316470146,False,0.0537530239671469,False,0.0160189289599657,None,None,False,1901.29081040993
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003227.soc,17,128,None,,False,0.0474990680813789,False,0.0473368018865585,False,0.00492426194250584,False,1.26486250385642,None,None,False,8.83471653796732
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003228.soc,13,252,None,,False,0.179963948205113,False,0.178625384345651,False,0.00485257245600224,False,0.24251002073288,None,None,False,1614.41506177932
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003229.soc,17,252,None,,False,0.115007320418954,False,0.11502692475915,False,0.00116968713700771,False,20.290955003351,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003230.soc,12,128,None,,False,0.0459744930267334,False,0.0458356197923422,False,0.00556246936321259,False,12.199868131429,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003231.soc,17,128,None,,False,0.0297237318009138,False,0.0295953787863255,False,0.00406837649643421,False,10.1429754905403,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003232.soc,12,128,None,,False,0.0456310119479895,False,0.0462999474257231,False,0.00577955693006516,False,0.0114308632910252,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003233.soc,17,252,None,,False,0.174354877322912,False,0.174830578267574,False,0.00704082846641541,False,0.0704538840800524,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003234.soc,13,128,None,,False,0.0465171504765749,False,0.0461727604269981,False,0.00366484001278877,False,0.0410488173365593,None,None,False,2566.15770545974
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003235.soc,12,252,None,,False,0.176713515073061,False,0.175901172682643,False,0.00327617488801479,False,0.921083282679319,None,None,False,396.162405725569
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003236.soc,2,128,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003237.soc,17,128,None,,False,0.0469853226095438,False,0.0463175680488348,False,0.00334771908819675,False,0.00755373574793339,None,None,False,430.126339109615
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003239.soc,17,252,None,,False,0.178700448945165,False,0.179396430030465,False,0.0218358468264341,False,0.0127826184034348,None,None,False,302.128131175414
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003240.soc,17,252,None,,False,0.181120533496141,False,0.18114210292697,False,0.00188835151493549,False,0.0172486007213593,None,None,False,2842.46481866948
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003241.soc,17,252,None,,False,0.130947135388851,False,0.1204245518893,False,0.00264452584087849,False,0.189247576519847,None,None,False,46.0204423964024
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003242.soc,16,252,None,,False,0.118356989696622,False,0.119125289842486,False,0.00219003297388554,False,2.81062529422343,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003243.soc,7,128,None,,False,0.0295109618455172,False,0.0294526815414429,False,0.00761455111205578,False,58.1007089223713,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003244.soc,12,128,None,,False,0.0513965208083391,False,0.0514182522892952,False,0.00198499113321304,False,3.57456129975617,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003245.soc,9,128,None,middle(9;127),False,0.0501388851553202,False,0.0501221846789122,False,0.0135572496801615,False,0.222473593428731,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003246.soc,16,128,None,,False,0.0457749255001545,False,0.0454059392213821,False,0.00502987205982208,False,0.744231527671218,None,None,False,7.87541453167796
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003247.soc,16,128,None,,False,0.0514102801680565,False,0.051349064335227,False,0.00105005130171776,False,0.0600313246250153,None,None,False,1576.557844311
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003248.soc,17,252,None,,False,0.175397504121065,False,0.173055866733193,False,0.00186788290739059,False,0.0338152851909399,None,None,False,1626.58629964851
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003249.soc,17,128,None,,False,0.0474649760872126,False,0.047356229275465,False,0.00302886590361595,False,0.0327543132007122,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003250.soc,17,128,None,,False,0.0302917826920748,False,0.0302999559789896,False,0.00119096599519253,False,0.0565480291843414,None,None,False,100.059472139925
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003251.soc,17,252,None,,False,0.177939908578992,False,0.180620575323701,False,0.00190810114145279,False,0.0120465811342001,None,None,False,782.777175145224
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003252.soc,17,128,None,,False,0.0530715398490429,False,0.0528534594923258,False,0.0491449553519487,False,2.159667564556,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003253.soc,3,128,None,middle(3;113)|k-block(3;109),None,6.96256756782532E-06,None,1.00992619991302E-05,None,0.0366889722645283,None,0.00437206774950028,None,30.2316014338285,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003254.soc,17,252,None,,False,0.181825151666999,False,0.204367542639375,False,0.0100958272814751,False,0.0411692429333925,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003255.soc,13,252,None,,False,0.200329361483455,False,0.200700582936406,False,0.00206105969846249,False,0.0110014155507088,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003256.soc,13,252,None,,False,0.115417160093784,False,0.115256326273084,False,0.00166625156998634,False,0.00782165490090847,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003257.soc,17,252,None,,False,0.178325960412622,False,0.178051214665174,False,0.00351826846599579,False,0.0325149465352297,None,None,False,1308.67407307774
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003258.soc,13,252,None,,False,0.117182221263647,False,0.117329278960824,False,0.00224844552576542,False,0.230999806895852,None,None,False,2561.90002039075
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003259.soc,12,252,None,,False,0.119753774255514,False,0.141346568241715,False,0.00845716893672943,False,0.0311979632824659,None,None,False,1207.32765224017
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003260.soc,12,252,None,,False,0.181150997057557,False,0.181488743051887,False,0.00585727207362652,False,0.0327614899724722,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003261.soc,15,17,None,,False,0.000926796346902847,False,0.000930052250623703,False,0.399417228996754,False,0.0918155666440725,None,None,False,819.351260855794
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003262.soc,1,124,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003263.soc,12,252,None,,False,0.118395471945405,False,0.116283297538757,False,0.00117161870002747,False,0.560152122750878,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003264.soc,17,128,None,,False,0.046997245401144,False,0.0467933211475611,False,0.00414811447262764,False,0.222991250455379,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003265.soc,17,128,None,,False,0.0514613818377256,False,0.0515515711158514,False,0.0106865018606186,False,0.326108701527119,None,None,False,873.353924872354
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003266.soc,11,128,None,,False,0.0464127846062183,False,0.0464759450405836,False,0.00381462648510933,False,0.0361985042691231,None,None,False,1378.29521038383
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003267.soc,11,252,None,,False,0.200475744903088,False,0.200510822236538,False,0.00990764424204826,False,0.761690203100443,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003268.soc,13,128,None,,False,0.0466823074966669,False,0.0466570407152176,False,0.00300753489136696,False,3.6685968209058,None,None,False,1080.22276005894
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003269.soc,9,124,None,,False,0.0446998160332441,False,0.0447318181395531,False,0.00709997676312923,False,17.2764699272811,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003270.soc,16,128,None,,False,0.0519201867282391,False,0.0519670303910971,False,0.00200613401830196,False,0.233874088153243,None,None,False,586.852914404124
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003271.soc,12,128,None,,False,0.052070265635848,False,0.052024258300662,False,0.001120675355196,False,2.26051337458193,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003272.soc,13,252,None,,False,0.114687640219927,False,0.114947421476245,False,0.00116838701069355,False,0.0565142780542374,None,None,False,3313.67872458696
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003273.soc,17,128,None,,False,0.0461004320532084,False,0.0456723477691412,False,0.0219176337122917,False,0.0678696278482676,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003274.soc,6,128,None,,False,0.0466037690639496,False,0.0465343184769154,False,0.00298952125012875,False,33.1908519417048,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003275.soc,13,128,None,,False,0.0465222373604775,False,0.0464347917586565,False,0.00723851844668388,False,1.72195974178612,None,None,False,1080.49907746539
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003276.soc,16,124,None,,False,0.0452517177909613,False,0.0452051591128111,False,0.0116951484233141,False,0.791335556656122,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003277.soc,16,252,None,,False,0.177013579756022,False,0.17513095587492,False,0.00183726847171783,False,0.0117164291441441,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003278.soc,16,128,None,,False,0.0456192418932915,False,0.0456860288977623,False,0.0133067555725575,False,0.0594942513853312,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003279.soc,13,128,None,,False,0.0465211421251297,False,0.0456571206450462,False,0.00183975696563721,False,0.0465210843831301,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003280.soc,16,252,None,,False,0.178502719849348,False,0.17841730825603,False,0.00188364647328854,False,0.294416012242436,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003281.soc,13,128,None,,False,0.0524584706872702,False,0.0524395368993282,False,0.00423354469239712,False,0.00698751211166382,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003282.soc,12,128,None,,False,0.046388391405344,False,0.0457375813275576,False,0.001755116507411,False,0.237293679267168,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003283.soc,13,128,None,,False,0.0463510453701019,False,0.045461893081665,False,0.00295880436897278,False,14.1590385790914,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003284.soc,10,128,None,,False,0.0528578199446201,False,0.0528645645827055,False,0.00648394785821438,False,0.709037011489272,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003285.soc,17,252,None,,False,0.200663950294256,False,0.190947931259871,False,0.00179307535290718,False,0.299829423427582,None,None,False,136.99348658137
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003287.soc,16,128,None,,False,0.045245498418808,False,0.0450725331902504,False,0.00133839622139931,False,5.79993240721524,None,None,False,175.191864361987
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003288.soc,3,128,None,middle(3;126)|k-block(3;125),None,5.87105751037598E-06,None,9.00775194168091E-06,None,0.0483619123697281,None,0.00431940332055092,None,30.1885028593242,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003289.soc,11,128,None,,False,0.0459838528186083,False,0.0447208303958178,False,0.00174994021654129,False,0.0455181058496237,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003290.soc,11,128,None,,False,0.0518501345068216,False,0.0517995897680521,False,0.013827858492732,False,1.80363343656063,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003291.soc,13,128,None,,False,0.0456357151269913,False,0.0461218748241663,False,0.0010484904050827,False,2.47213637642562,None,None,False,2394.94302919135
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003292.soc,17,128,None,,False,0.0465713478624821,False,0.0462203752249479,False,0.00178678147494793,False,0.0174951981753111,None,None,False,1367.34539158084
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003293.soc,17,252,None,,False,0.115506449714303,False,0.115924876183271,False,0.00218633003532887,False,1.03133848495781,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003294.soc,2,128,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003295.soc,9,128,None,middle(9;127),False,0.0445907134562731,False,0.0487262029200792,False,0.00712337158620358,False,0.0146162565797567,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003296.soc,11,128,None,,False,0.0466677341610193,False,0.0470548048615456,False,0.00489921867847443,False,11.80721697025,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003297.soc,2,128,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003298.soc,8,250,None,,False,0.180146312341094,False,0.178466159850359,False,0.0103698186576366,False,4.44330021552742,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003299.soc,17,128,None,,False,0.0456159766763449,False,0.0460587907582521,False,0.00982148572802544,False,0.713917231187224,None,None,False,3478.68017914332
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003300.soc,8,128,None,,False,0.0451717358082533,False,0.0444497745484114,False,0.00173003226518631,False,0.386554645374417,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003301.soc,11,128,None,,False,0.0451210476458073,False,0.0464380197227001,False,0.00365706905722618,False,3.5145601592958,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003303.soc,11,252,None,,False,0.176488364115357,False,0.177419221028686,False,0.00409028679132462,False,27.694423077628,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003304.soc,13,128,None,,False,0.0468777008354664,False,0.046384559944272,False,0.0366415064781904,False,138.358313634992,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003305.soc,17,125,None,,False,0.0490806549787521,False,0.0490152630954981,False,0.0145348180085421,False,0.202947963029146,None,None,False,2280.37526275218
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003306.soc,17,128,None,k-block(17;127),False,0.0450938604772091,False,0.0453732665628195,False,0.0155227575451136,False,0.881902074441314,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003307.soc,17,128,None,,False,0.0525723341852427,False,0.0525093749165535,False,0.0081481970846653,False,0.0720266681164503,None,None,False,2081.57217386179
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003308.soc,17,128,None,,False,0.0511515494436026,False,0.0509907659143209,False,0.00108100846409798,False,0.0698544606566429,None,None,False,205.285082975402
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003309.soc,17,128,None,,False,0.0463402830064297,False,0.0456779133528471,False,0.00690733455121517,False,0.592870857566595,None,None,False,841.557409588248
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003310.soc,17,128,None,,False,0.0454198196530342,False,0.0455817934125662,False,0.00136698782444,False,0.083582965657115,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003311.soc,17,128,None,,False,0.0300284083932638,False,0.029716145247221,False,0.00403573736548424,False,0.0561125632375479,None,None,False,1829.76163301803
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003312.soc,13,252,None,,False,0.181045893579721,False,0.181221393868327,False,0.00581933371722698,False,7.47197413258255,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003313.soc,17,252,None,,False,0.178995113819838,False,0.179288337007165,False,0.00771718472242355,False,0.0128478985279799,None,None,False,1190.47560539655
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003314.soc,1,40,True,None,None,None,None,None,None,None,None,None,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003315.soc,4,128,None,middle(4;127)|k-block(4;126),False,0.0443415958434343,False,0.0442338027060032,False,0.0185423623770475,None,1455.67047863267,None,None,None,None
../PrefLib-Data/datasets/00056 - seasonsport/00056-00003316.soc,11,128,None,,False,0.0461918283253908,False,0.0463059935718775,False,0.00851815193891525,False,0.020610747858882,None,None,None,None
